"AppID","Name","Release.date","Price","Supported.languages","Full.audio.languages","Windows","Mac","Linux","Metacritic.score","User.score","Positive","Negative","Average.playtime.forever","Developers","Publishers","Categories"
"IHAS","Nov 21, 2024",NA,10,"['English', 'Ukrainian', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish']","['English', 'Turkish']","True","False","False",0,0,7,0,0,"The Difference Studios","Iceberg Interactive","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing"
"陪你上北大 Your Study Mate","Nov 20, 2024",NA,40,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"星辰重工","星辰重工","Single-player,Family Sharing"
"CYBERPHOBIA","Nov 19, 2024",NA,30,"['English']","[]","True","False","False",0,0,0,0,0,"Archor Wright","Archor Games","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support,Family Sharing"
"BallMan","Nov 19, 2024",NA,10,"['English']","['English']","True","False","False",0,0,0,0,0,"CAESARGAMES91","CAESARGAMES91","Single-player,Partial Controller Support,Family Sharing"
"Sleeping: Counting Sheep","Nov 19, 2024",NA,20,"['English']","[]","True","False","False",0,0,0,0,0,"Callial","Callial","Single-player,Family Sharing"
"Magibrick","Nov 19, 2024",NA,40,"['English', 'Simplified Chinese', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Traditional Chinese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America']","[]","True","False","False",0,0,35,15,0,"Fourth Front","Fourth Front","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Shadowhand Solitaire","Nov 21, 2024",NA,10,"['English']","['English']","True","False","False",0,0,18,1,0,"Grey Alien Games","Grey Alien Games","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"I Touched Tips with a Femboy","Nov 19, 2024",NA,33,"['English']","[]","True","False","False",0,0,0,0,0,"owlyboi","owlyboi","Single-player,Family Sharing"
"Mishaka Ubivaka","Nov 21, 2024",NA,10,"['English']","[]","True","False","False",0,0,3,0,0,"Low Res","Low Res games","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Mistwinter Bay","Nov 15, 2024",NA,15,"['English']","[]","True","False","False",0,0,11,0,0,"Swordlake Entertainment","Swordlake Entertainment","Single-player,Steam Achievements,Family Sharing"
"PortalBox","Oct 15, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","True","False",0,0,16,2,0,"FancygodGame","FancygodGame","Single-player,Steam Achievements,Family Sharing"
"Haunted Hearts Hotel","Nov 21, 2024",NA,40,"['English']","[]","True","True","True",0,0,2,1,0,"Heart's Choice","Heart's Choice","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"SVA","Nov 22, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Russian', 'Bulgarian', 'Hungarian', 'Indonesian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Simplified Chinese', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Arabic', 'Korean', 'Urdu', 'Croatian', 'Icelandic', 'Catalan', 'Slovak', 'Albanian', 'Ukrainian', 'Vietnamese']","[]","True","False","False",0,0,4,0,0,"M0t10nM1nd","M0t10nM1nd","Single-player,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Gravenfall: Veil of Darkness","Nov 20, 2024",NA,10,"['English']","['English']","True","False","False",0,0,0,0,0,"Kyle Rogstad","Twilight Phoenix","Single-player,Full controller support,Family Sharing"
"Ancient Mind","Nov 20, 2024",NA,20,"['English', 'Italian', 'German']","[]","True","True","True",0,0,4,1,0,"HexagonNico","HexagonNico","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Positron","Nov 21, 2024",NA,25,"['English']","['English']","True","False","False",0,0,5,0,0,"Retroburn","Retroburn","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Dark Honor","Nov 20, 2024",NA,30,"['English']","['English']","True","False","False",0,0,0,0,0,"MordeSu studio","Mordecai","Single-player,Family Sharing"
"Teach Kids Games","Dec 13, 2024",NA,10,"['English']","['English']","True","True","True",0,0,0,1,0,"2kblater","2kblater","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"The Cabin Factory","Dec 13, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Catalan', 'Portuguese - Brazil']","['English', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Catalan', 'Portuguese - Brazil']","True","False","False",0,0,254,19,18,"International Cat Studios","Future Friends Games","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Medieval Lords: Soldier Kings of Europe","Dec 5, 2024",NA,10,"['English']","[]","True","False","False",0,0,0,0,0,"Strategic Simulations","SNEG","Single-player,Steam Cloud,Family Sharing"
"Water Effect","Dec 5, 2024",NA,30,"['English']","[]","True","False","False",0,0,0,0,0,"MANGO ANIME","MANGO ANIME","Single-player,Steam Achievements,Family Sharing"
"Beyond Memories – Tale of the Lost Souls","Dec 13, 2024",NA,20,"['English']","['English']","True","False","False",0,0,0,0,0,"EpiXR Games","EpiXR Games","Single-player,Steam Achievements,Full controller support,Family Sharing"
"The Void Project","Oct 31, 2024",NA,25,"['English', 'German', 'Russian', 'Urdu']","[]","True","False","True",0,0,9,1,0,"Silver Demon Studios","Silver Demon Studios","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing"
"Feudal Baron: King's Land","Oct 23, 2024",NA,30,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Turkish']","['English', 'Turkish']","True","False","False",0,0,17,18,0,"Sim Farm S.A.","Sim Farm S.A.,PlayWay S.A.","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Panelak","Dec 13, 2024",NA,10,"['English', 'Czech']","['English', 'Czech']","True","False","False",0,0,1,1,0,"Pajos games","Pajos games","Single-player,Steam Achievements,Family Sharing"
"Urbex Awakening","Dec 5, 2024",NA,30,"['English']","['English']","True","False","False",0,0,1,0,0,"Braden Reddell","Braden Reddell","Single-player,Family Sharing"
"CARnage","Dec 13, 2024",NA,20,"['English']","['English']","True","False","False",0,0,3,0,0,"GleeMill","GleeMill","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing"
"Arobynn: Sword of Adventure","Dec 12, 2024",NA,25,"['English']","['English']","True","False","False",0,0,0,1,0,"Jace Of Shadows Gaming LLC","Jace Of Shadows Gaming LLC","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,VR Only,Remote Play Together,Family Sharing"
"Judofuri","Dec 9, 2024",NA,10,"['English', 'French']","['English', 'French']","True","False","False",0,0,15,0,0,"pataya","pataya","Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing"
"星海的流言","Dec 4, 2024",NA,10,"['Simplified Chinese']","[]","True","False","False",0,0,2,1,0,"VointStudio","VointStudio","Single-player,Family Sharing"
"Dustgrave: A Sandbox RPG","Dec 5, 2024",NA,15,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,33,6,0,"Innervoid Interactive","Digital Tribe","Single-player,Steam Achievements,Family Sharing"
"NoseBound","Dec 9, 2024",NA,34,"['English', 'Spanish - Spain', 'Italian']","['English', 'Italian']","True","True","False",0,0,5,0,0,"Quarantine Interactive","Quarantine Interactive","Single-player,Family Sharing"
"A Shelter Full of Cats","Dec 9, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Ukrainian']","['English', 'Ukrainian']","True","False","True",0,0,166,0,0,"Devcats","Devcats","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing"
"Waifu Simulator: Christmas Edition","Dec 11, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"Slippy Floor","Slippy Floor","Single-player,Family Sharing"
"Shadows of Truth VR","Dec 2, 2024",NA,20,"['English']","['English']","True","False","False",0,0,0,0,0,"Irusu Studios","Irusu Studios","Single-player,Tracked Controller Support,VR Only,Family Sharing"
"Frog Escape","Dec 10, 2024",NA,10,"['English', 'Korean']","[]","True","False","False",0,0,3,0,0,"TeamEscape","TeamEscape","Single-player,Steam Cloud,Family Sharing"
"Magnet Jack","Dec 9, 2024",NA,19,"['English', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese - Portugal']","[]","True","False","False",0,0,7,1,0,"Blake Fix,Micheal Allen K. Ackerman","Blake Fix,FondGame,TheGamePublisher.com","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Thumb Tanks","Dec 4, 2024",NA,33,"['English']","['English']","True","False","True",0,0,3,0,0,"thumbcramp","thumbcramp","Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing,Steam Timeline"
"Swimsuit Girl: Battle to Avoid","Dec 4, 2024",NA,10,"['Simplified Chinese', 'English', 'Japanese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,0,0,0,"1v1combat","1v1combat","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"NIGHT STORE SIMULATOR","Dec 6, 2024",NA,15,"['English']","['English']","True","False","False",0,0,3,0,0,"Ted Zufle","TZ","Single-player,Steam Achievements,Family Sharing"
"Sweet Home 3: Look and Find Collector's Edition","Dec 6, 2024",NA,20,"['English', 'French', 'German']","[]","True","False","False",0,0,3,0,0,"AVI Games","HH-Games","Single-player,Family Sharing"
"Road Maintenance Simulator 2 - Winter Services","Dec 9, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese']","[]","True","False","False",0,0,22,22,0,"Caipirinha Games","Aerosoft GmbH","Single-player,Steam Achievements,Partial Controller Support,Family Sharing"
"Restraint combat erotic RPG Elpis Aigis","Dec 12, 2024",NA,10,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']","[]","True","False","False",0,0,0,0,0,"しばら橋","072 Project,News","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Completely Stretchy","Dec 12, 2024",NA,10,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']","True","False","False",0,0,7,0,0,"Warp Digital,Dan Ferguson","Super Rare Originals","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Black Dragon Mage","Dec 4, 2024",NA,20,"['English', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'French', 'Italian', 'Japanese', 'Korean', 'Traditional Chinese']","[]","True","False","False",0,0,96,28,0,"datablob","datablob","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Sex Slave Of The Bunker","Dec 3, 2024",NA,30,"['English']","[]","True","False","False",0,0,0,0,0,"74games","74games","Single-player,Family Sharing"
"Evershire","Dec 12, 2024",NA,10,"['English', 'German', 'Dutch']","[]","True","False","False",0,0,0,0,0,"Salty Panda Studios UG","Salty Panda Studios UG","Single-player,Steam Achievements,Family Sharing"
"Songs of the HMong","Dec 9, 2024",NA,15,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,31,0,0,"苗歌开发组","2P Games","Single-player,Family Sharing"
"IdleTowerDefense","Dec 13, 2024",NA,40,"['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']","[]","True","False","False",0,0,0,0,0,"CMY","CMY","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Cosmic Outpost","Dec 5, 2024",NA,10,"['English', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Turkish']","[]","True","True","True",0,0,4,0,0,"Gökdeniz Yılmaz","Gökdeniz Yılmaz","Single-player,Family Sharing"
"Mystical Maritime Adventure","Dec 6, 2024",NA,20,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']","[]","True","False","False",0,0,43,5,0,"Ze_Yu","Ze_Yu","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Kill Dee","Dec 5, 2024",NA,40,"['English']","[]","True","True","False",0,0,6,0,0,"BYE BYE","BUYBYEGames","Single-player,Steam Achievements,Family Sharing"
"EXFIL","Dec 11, 2024",NA,15,"['English']","['English']","True","False","False",0,0,115,22,0,"Misultin Studios","MicroProse Software","Multi-player,PvP,Online PvP,Family Sharing"
"Clione's Bomb-Bomb Sweeper","Dec 3, 2024",NA,15,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']","[]","True","False","False",0,0,8,0,0,"ITL, Inc.","MUTAN","Single-player,Full controller support,Family Sharing"
"Slug's Sister Defense","Dec 3, 2024",NA,15,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']","[]","True","False","False",0,0,10,0,0,"MUTAN","MUTAN","Single-player,Full controller support,Family Sharing"
"Five Nights at Restroom 2","Dec 8, 2024",NA,30,"['English', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']","True","False","False",0,0,0,0,0,"Freitas Studios","Freitas Studios","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Ship Of Mist","Dec 10, 2024",NA,15,"['English', 'Simplified Chinese']","['English', 'Simplified Chinese']","True","False","False",0,0,24,2,0,"Tino Technology","Tino Technology","Single-player,Family Sharing"
"One Little World","Dec 4, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Turkish']","[]","True","False","False",0,0,0,1,0,"Halenill","Halenill","Single-player,Full controller support,Family Sharing"
"Hidden Cats In ButtonWood Street","Dec 6, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,6,0,0,"Peach Rain","Peach Rain,cdhy interactive","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Undead West","Dec 9, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']","[]","True","False","False",0,0,16,0,0,"Deathless Games","Retrovibe","Single-player,Steam Achievements,Family Sharing"
"180 Seconds Survivors","Dec 1, 2024",NA,20,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"未眠Mimen","未眠Mimen","Single-player,Steam Achievements,Family Sharing"
"Pirates Adventure Solitaire","Dec 12, 2024",NA,30,"[]","[]","True","True","False",0,0,0,0,0,"DigiMight","DigiMight","Single-player,Family Sharing"
"SUGOROKU CASINO PARTY","Dec 11, 2024",NA,35,"['English', 'Japanese']","[]","True","False","False",0,0,1,1,0,"SAT-BOX","SAT-BOX","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing"
"DREAMERS","Dec 4, 2024",NA,25,"['English', 'Italian', 'Simplified Chinese', 'Japanese', 'Russian']","['English', 'Russian']","True","False","False",0,0,1,0,0,"PlaySys","PlaySys","Single-player,Steam Achievements,Full controller support,Remote Play on TV,Family Sharing"
"Please Smile","Dec 12, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Russian']","[]","True","False","False",0,0,0,0,0,"Red Jellyfish","Red Jellyfish","Single-player,Steam Achievements,Partial Controller Support,Family Sharing"
"Broke Alchemist Emma's Debt Repayment Plan","Dec 13, 2024",NA,20,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,15,2,0,"MOEKOUBOU","Kagura Games","Single-player,Steam Cloud,Family Sharing"
"The Empress Quest : Full Moons Saga","Dec 11, 2024",NA,10,"['English']","[]","True","True","True",0,0,0,0,0,"Nine Stories Tower Studio","Nine Stories Tower Studio","Single-player,Family Sharing"
"Gunslinger Express","Dec 6, 2024",NA,10,"['English', 'French', 'German', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']","['English', 'Russian']","True","False","False",0,0,16,0,0,"Glinnor","Glinnor","Single-player,Steam Achievements,Family Sharing"
"OIHAGI STREAMER SURVIVAL","Dec 11, 2024",NA,10,"['English', 'Japanese']","[]","True","False","False",0,0,0,0,0,"24Frame,inc.","24Frame,inc.","Single-player,Steam Achievements,Family Sharing"
"Book of Decisions","Dec 9, 2024",NA,10,"['English']","[]","True","False","False",0,0,0,0,0,"SayrGames","SayrGames","Single-player,Family Sharing"
"Grizzly Man","Dec 12, 2024",NA,20,"['English', 'Spanish - Latin America']","[]","True","False","False",0,0,11,0,0,"LCB Game Studio","LCB Game Studio","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Defensurvivor","Dec 11, 2024",NA,20,"['Korean', 'English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'Italian', 'Russian', 'Vietnamese', 'Portuguese - Portugal']","[]","True","False","False",0,0,22,6,0,"SignatureGamez","SignatureGamez","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Go","Dec 2, 2024",NA,15,"['English']","[]","True","True","False",0,0,5,1,0,"Popoko VM Games","Popoko VM Games","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing"
"Entropy Survivors","Dec 4, 2024",NA,10,"['English', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese']","[]","True","False","False",0,0,142,28,0,"Moving Pieces Interactive","First Break Labs","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Sexual Sealing Dungeon: Eronest","Dec 13, 2024",NA,10,"['English', 'Simplified Chinese', 'Japanese']","[]","True","False","False",0,0,0,0,0,"Dasaku Laboratory","Dasaku Laboratory","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Raccoon on a boat","Dec 2, 2024",NA,15,"['English']","[]","True","False","False",0,0,15,8,0,"PUMPKIM","PUMPKIM","Single-player,Steam Achievements,Family Sharing"
"Proto Garden","Dec 11, 2024",NA,10,"['English', 'German', 'Simplified Chinese']","[]","True","False","True",0,0,6,1,0,"arreyne","arreyne","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"KLETKA","Dec 13, 2024",NA,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish', 'Ukrainian', 'Arabic', 'Spanish - Latin America', 'Romanian']","['English', 'Romanian']","True","False","True",0,0,376,13,291,"Callback,ln404","Callback,ln404","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing"
"Santa Slides to Town","Dec 5, 2024",NA,20,"['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Finnish', 'Japanese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Simplified Chinese', 'Swedish']","['English', 'Swedish']","True","False","False",0,0,2,0,0,"Henri Tokola","Henri Tokola","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing"
"Fallen Depths","Dec 13, 2024",NA,10,"['Japanese', 'English']","[]","True","False","False",0,0,2,0,0,"UnderDoor","UnderDoor","Single-player,Steam Achievements,Family Sharing"
"REVERSI xVSx","Dec 9, 2024",NA,10,"['English', 'Japanese']","[]","True","False","False",0,0,0,0,0,"StUseSoft","StUseSoft","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Family Sharing"
"Chroma Zero","Dec 12, 2024",NA,11,"['English']","[]","True","False","False",0,0,30,0,0,"ekorz","ZeroXP","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Streamer VS Zombie","Dec 13, 2024",NA,20,"['English', 'Japanese']","[]","True","False","False",0,0,0,0,0,"ArachniGAMES","ArachniGAMES","Single-player,Family Sharing"
"Food Delivery Simulator","Dec 10, 2024",NA,13,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese']","['English', 'Japanese']","True","False","False",0,0,12,8,0,"Black Sea Studios","Black Sea Studios","Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing"
"babe-lathe","Dec 9, 2024",NA,10,"['English']","[]","True","False","True",0,0,5,0,0,"tjern","tjern","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Cloud,Family Sharing"
"Haloo","Dec 10, 2024",NA,20,"['English']","[]","True","False","False",0,0,1,0,0,"Ellelel","Ellelel","Single-player,Steam Achievements,Partial Controller Support,Family Sharing"
"LAYERED ORDEAL","Dec 9, 2024",NA,10,"['English', 'Japanese']","[]","True","False","False",0,0,3,0,0,"Bleibend","Bleibend","Single-player,Steam Achievements,Family Sharing"
"CheckOut","Dec 12, 2024",NA,10,"['Japanese', 'English', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Portuguese - Portugal']","['English', 'Portuguese - Portugal']","True","False","False",0,0,11,0,0,"160dev","160dev","Single-player,Family Sharing"
"Irresistible Love","Dec 10, 2024",NA,15,"['Simplified Chinese']","['Simplified Chinese']","True","True","False",0,0,52,2,0,"北京迎领文化","北京迎领文化","Single-player,Multi-player,Steam Achievements,Captions available,Steam Cloud,Family Sharing"
"Dimensional illusion","Dec 9, 2024",NA,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Swedish', 'Simplified Chinese', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese - Portugal', 'Korean']","[]","True","False","False",0,0,0,0,0,"pullluo","pullluo","Single-player,Family Sharing"
"F2D - Steer To Persevere","Dec 2, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Simplified Chinese', 'Korean', 'Japanese', 'Dutch', 'Portuguese - Brazil', 'Russian', 'Turkish']","[]","True","False","False",0,0,0,0,0,"Zyg Studios","Zyg Studios","Single-player,Steam Achievements,Partial Controller Support,Stats,Family Sharing"
"Kaiju Princess 2","Dec 12, 2024",NA,10,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'Korean', 'Russian', 'Ukrainian']","['Traditional Chinese', 'Japanese', 'Simplified Chinese', 'Ukrainian']","True","False","False",0,0,0,0,0,"PantyParrot","Mango Party,PantyParrot,Mango Party News","Single-player,Steam Achievements,Captions available,Steam Workshop,In-App Purchases,Steam Cloud,Family Sharing"
"Rings of Zilfin","Dec 5, 2024",NA,10,"['English']","[]","True","False","False",0,0,0,0,0,"Strategic Simulations","SNEG","Single-player,Family Sharing"
"Friendly Sheeps: A Cozy Simulator","Oct 22, 2024",NA,30,"['English']","['English']","True","False","False",0,0,14,0,0,"AGAMES","AGAMES","Single-player,Family Sharing"
"Dominate & Conquer","Dec 5, 2024",NA,10,"['English', 'French', 'Russian']","[]","True","False","False",0,0,1,0,0,"Toby Yasha","Black Gecko Myth","Single-player,Family Sharing"
"Cast Dice Away","Dec 9, 2024",NA,10,"['English']","[]","True","False","True",0,0,1,0,0,"Fun Gate Studio","Fun Gate Studio","Single-player,Steam Achievements,Family Sharing"
"ConsTance","Dec 14, 2024",NA,40,"['English']","[]","True","False","False",0,0,0,0,0,"cr0cQ","HGN_cr0cQ_Games","Single-player,Steam Achievements,Family Sharing"
"Paw Paw Death Festival","Dec 11, 2024",NA,10,"['English', 'French', 'German', 'Indonesian', 'Spanish - Latin America', 'Thai', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese', 'Korean', 'Italian']","[]","True","False","False",0,0,0,0,0,"Daiyu.studio","Daiyu.studio","Single-player,Partial Controller Support,Family Sharing"
"喵路昭昭 The long journey","Dec 5, 2024",NA,15,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,10,0,0,"WITHOUTM","WITHOUTM","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Downcave","Dec 14, 2024",NA,10,"['English']","['English']","True","False","False",0,0,0,0,0,"Vesite","Vesite","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Mammon: Devil Help","Dec 10, 2024",NA,20,"['English']","['English']","True","False","False",0,0,1,0,0,"Dystopian Ruler","Dystopian Ruler","Single-player,Family Sharing"
"Ballionaire","Dec 10, 2024",NA,19,"['English', 'Simplified Chinese', 'Japanese', 'Korean']","[]","True","False","False",0,0,380,27,134,"newobject","Raw Fury","Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Family Sharing"
"Anode Heart: Layer Null","Dec 12, 2024",NA,10,"['English', 'Japanese', 'Portuguese - Brazil']","['English', 'Japanese', 'Portuguese - Brazil']","True","True","False",0,0,20,0,0,"Stove Powered Games","Stove Powered Games","Single-player,Multi-player,PvP,LAN PvP,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"RAIDING PARTY","Dec 10, 2024",NA,10,"['English']","['English']","True","False","False",0,0,2,0,0,"Skull Splitter Studios","Skull Splitter Studios","Single-player,Steam Achievements,Family Sharing"
"Jumper, Jumpy Time Attack Adventure","Dec 13, 2024",NA,20,"['English']","[]","True","False","True",0,0,1,0,0,"Bruno Mendes","Fallup Games","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing"
"Banana Next Gen","Dec 11, 2024",NA,20,"['English']","['English']","True","False","False",0,0,1,0,0,"Steven R DiLeo","Steven R DiLeo","Single-player,Full controller support,Family Sharing"
"VOIN","Dec 10, 2024",NA,10,"['English', 'German', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'French', 'Japanese', 'Korean', 'Polish', 'Ukrainian']","[]","True","False","False",0,0,170,9,0,"Nikita Sozidar","tinyBuild","Single-player,Partial Controller Support,Steam Cloud,Family Sharing"
