"AppID","Name","Release.date","Price","Supported.languages","Full.audio.languages","Windows","Mac","Linux","Metacritic.score","User.score","Positive","Negative","Average.playtime.forever","Developers","Publishers","Categories"
"101 Cats Hidden in Australia","Oct 19, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Indonesian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic', 'Hindi', 'Spanish - Latin America', 'Portuguese - Portugal']","[]","True","False","False",0,0,0,0,0,"NaipSoft","NaipSoft","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Up to Par","Oct 14, 2024",NA,10,"['English', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Portuguese - Brazil', 'French']","[]","True","True","False",0,0,38,9,0,"It's Anecdotal","It's Anecdotal","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing"
"Madness on Display","Oct 8, 2024",NA,30,"['English']","[]","True","False","False",0,0,12,0,0,"GiBar","RoBot","Single-player,Family Sharing"
"The Memory In Walden Pond","Oct 16, 2024",NA,20,"['Simplified Chinese']","[]","True","False","False",0,0,0,1,0,"Sakous","Sakous","Single-player,Family Sharing"
"Don't Wake Up The Dead","Oct 18, 2024",NA,20,"['English', 'French']","['English', 'French']","True","False","False",0,0,1,0,0,"Amanclo Video Games","Amanclo Video Games","Single-player,Multi-player,Partial Controller Support,Family Sharing"
"Sky Oceans: Wings for Hire","Oct 10, 2024",NA,10,"['English', 'French', 'German', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese']","['English', 'Japanese']","True","False","False",0,0,15,3,0,"Octeto Studios","PQube","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Backward poiesis","Oct 14, 2024",NA,10,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']","True","False","False",0,0,13,0,0,"sur","sur","Single-player,Steam Achievements,Family Sharing"
"FALLEN","Aug 29, 2024",NA,10,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']","True","False","False",0,0,0,1,0,"GOOFEES INC.","GOOFEES INC.","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Kronos","Oct 8, 2024",NA,20,"['English', 'Italian', 'German', 'Simplified Chinese', 'Russian']","['English', 'Italian', 'German', 'Simplified Chinese', 'Russian']","True","False","False",0,0,1,0,0,"Wild Monkey","Wild Monkey","Single-player,Steam Achievements,Family Sharing"
"Europa","Oct 11, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Portuguese - Portugal', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']","True","False","False",0,0,250,27,0,"Helder Pinto,Chozabu (Alex PB),Novadust Entertainment","Future Friends Games","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Big Boobie Boss Blackmail","Oct 11, 2024",NA,20,"['English', 'Spanish - Spain', 'Spanish - Latin America']","[]","True","True","True",0,0,0,0,0,"Miel","Cherry Kiss Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"A tale of terror","Oct 19, 2024",NA,10,"['English']","['English']","True","False","False",0,0,0,0,0,"Twisted Games","Twisted Games","Single-player,Family Sharing"
"Moorhuhn Jump and Run 'Traps and Treasures 3'","Oct 18, 2024",NA,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Portuguese - Portugal']","[]","True","False","False",0,0,0,0,0,"Higgs Games GmbH,GeekPit Studio","Higgs Games GmbH","Single-player,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Love Love 2024: The Love Election","Oct 16, 2024",NA,25,"['English']","[]","True","False","False",0,0,0,0,0,"Firebug Games","Firebug Games","Single-player,Steam Achievements,Family Sharing"
"BIO SECRET","Aug 23, 2024",NA,60,"['Japanese', 'English', 'Traditional Chinese']","[]","True","False","False",0,0,0,0,0,"サイレント4","WASABI entertainment","Single-player,Full controller support,Family Sharing"
"Fullbright Presents TOILET SPIDERS","Oct 17, 2024",NA,17,"['English', 'Japanese']","[]","True","False","False",0,0,6,0,0,"Fullbright","Fullbright","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Brickade","Oct 18, 2024",NA,20,"['English']","['English']","True","False","False",0,0,0,0,0,"Sturmjager Studios","Sturmjager Studios","Single-player,Family Sharing"
"Erotic Rhythm","Oct 14, 2024",NA,10,"['English', 'French', 'Italian', 'Spanish - Spain', 'Ukrainian', 'Russian', 'Turkish', 'Czech', 'Japanese', 'Polish', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean']","[]","True","False","False",0,0,0,0,0,"Naku Kinoko","Naku Kinoko","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Archaeology - FROZEN WALL","Oct 13, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Bangla', 'Basque', 'Belarusian', 'Bosnian', 'Catalan', 'Cherokee', 'Croatian', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Icelandic', 'Igbo', 'Irish', K'iche', 'Kannada', 'Kazakh', 'Khmer', 'Kinyarwanda', 'Konkani', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Persian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Quechua', 'Scots', 'Serbian', 'Sindhi', 'Sinhala', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Urdu', 'Uyghur', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Xhosa', 'Yoruba', 'Zulu']","[]","True","True","True",0,0,0,0,0,"ArchaeologyGames","ArchaeologyGames","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing"
"体感赛车 Motion sensing car","Oct 15, 2024",NA,20,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"pxtom","pxtom","Single-player,Family Sharing"
"Parasitic Descent","Oct 9, 2024",NA,15,"['English']","['English']","True","False","False",0,0,13,1,0,"Rogue Terrain Studios","Rogue Terrain Studios","Single-player,Family Sharing"
"0927","Aug 29, 2024",NA,20,"['English', 'Russian', 'Simplified Chinese', 'French', 'Japanese', 'Korean']","[]","True","False","False",0,0,0,0,0,"yjkc","yjkc","Single-player,Steam Achievements,Family Sharing"
"Succubus Heaven","Oct 10, 2024",NA,30,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']","['Japanese']","True","False","False",0,0,0,0,0,"Chaos Gate","Chaos Gate","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"真传 disciple","Oct 10, 2024",NA,10,"['Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"之 River","之 River","Single-player,Family Sharing"
"Spear Song","Oct 10, 2024",NA,10,"['English', 'Russian', 'Simplified Chinese', 'Spanish - Spain']","['Russian', 'Spanish - Spain']","True","False","False",0,0,77,6,0,"Divovision Games","Divovision Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Family Sharing"
"Clarity: The Seven Demons of Vanguardia","Oct 9, 2024",NA,15,"['English']","[]","True","False","False",0,0,7,0,0,"Team Quantum Games","Team Quantum Games","Single-player,Full controller support,Family Sharing"
"Kakenuke★Forward to Our Sparking Youth!","Oct 18, 2024",NA,20,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']","True","False","False",0,0,0,0,0,"SAGA PLANETS","NekoNyan Ltd.,HIKARI FIELD","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing"
"Road To Champion: Boxing Simulator","Oct 15, 2024",NA,20,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese']","['English', 'Japanese']","True","False","False",0,0,0,0,0,"Gunersoft","Gunersoft","Single-player,Steam Achievements,Family Sharing"
"Halloween Trouble 6: Pumpkin Rampage CE","Oct 18, 2024",NA,10,"['English', 'French', 'German']","['English', 'German']","True","True","True",0,0,0,0,0,"Ironcode Gaming","Ironcode Gaming","Single-player,Steam Achievements,Family Sharing"
"It Could Happen to You","Oct 18, 2024",NA,20,"['English']","[]","True","False","False",0,0,0,0,0,"Pixel Noire Games","Ratalaika Games S.L.","Single-player,Steam Achievements,Family Sharing"
"Pro Philosopher 2: Governments & Grievances","Oct 8, 2024",NA,10,"['English']","[]","True","False","False",0,0,72,1,0,"Intelligible Games","Intelligible Games","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing"
"The Moments Before Death","Oct 11, 2024",NA,35,"['English']","[]","True","True","True",0,0,3,0,0,"Itsuten","Itsuten","Single-player,Family Sharing"
"Meddl Dash","Sep 9, 2024",NA,20,"['German']","['German']","True","False","False",0,0,21,0,0,"Rainer Zufall","Rainer Zufall","Single-player,Family Sharing"
"Flying Pigs","Oct 18, 2024",NA,40,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"e-door","e-door",""
"Sexy Memory Puzzle - Gay Pool","Oct 8, 2024",NA,20,"['English']","[]","True","True","True",0,0,0,0,0,"EroticGamesClub","EroticGamesClub","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing"
"How to Build a Flying City","Oct 18, 2024",NA,20,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,15,2,0,"Irisfield","Kagura Games","Single-player,Steam Cloud,Family Sharing"
"Doodle Harmony Idle Merge","Oct 14, 2024",NA,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Japanese', 'Portuguese - Brazil', 'Russian']","[]","True","False","False",0,0,0,0,0,"Rebelião Studio","Rebelião Studio","Single-player,Steam Achievements,Family Sharing"
"Guild Saga: Vanished Worlds","Oct 10, 2024",NA,11,"['English', 'Simplified Chinese']","['English', 'Simplified Chinese']","True","False","False",0,0,101,13,0,"Ocelot","Ocelot","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Sunshine Love Chapter 1","Sep 2, 2024",NA,25,"['English']","[]","True","True","True",0,0,0,0,0,"MrDots Games","MrDots Games","Single-player,Family Sharing"
"Boötes","Sep 2, 2024",NA,25,"['English']","['English']","True","False","False",0,0,1,0,0,"HEAD GMZ","HEAD GMZ","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Newlywed female teacher Miri","Oct 10, 2024",NA,20,"['English', 'Japanese', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']","True","False","False",0,0,0,0,0,"zzzgame","zzzgame","Single-player,Family Sharing"
"Cats Hidden in Germany","Oct 16, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Indonesian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Portuguese - Portugal', 'Spanish - Latin America']","[]","True","False","False",0,0,39,3,0,"Travellin Cats","Travellin Cats","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Guitar Fretter","Oct 17, 2024",NA,25,"['English']","[]","True","False","False",0,0,0,0,0,"Rob Stenzinger","Rob Stenzinger","Single-player,Family Sharing"
"Soviet Anomaly 7","Oct 18, 2024",NA,15,"['English', 'Russian', 'Ukrainian', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Spanish - Latin America', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese']","['English', 'Simplified Chinese']","True","False","False",0,0,0,0,0,"Ghostbe Studio","Ghostbe Studio","Single-player,Steam Achievements,Family Sharing"
"You Must Mop","Oct 14, 2024",NA,15,"['English', 'Spanish - Latin America']","[]","True","True","False",0,0,3,0,0,"Team Mop","Team Mop","Single-player,Steam Achievements,Full controller support,Family Sharing"
"The city of eyes and the girl in dreamland","Oct 16, 2024",NA,10,"['Traditional Chinese', 'English', 'German', 'Russian', 'Thai', 'Simplified Chinese', 'Japanese']","['Japanese']","True","False","False",0,0,0,0,0,"UVKen","Playmeow,ACG creator","Single-player,Family Sharing"
"Brave and Desire","Oct 17, 2024",NA,10,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,7,9,0,"Aqua Siren","Aqua Siren","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Bread","Oct 10, 2024",NA,40,"['English']","[]","True","False","False",0,0,15,3,0,"dgsadry","dgsadry","Single-player,Steam Achievements,Stats,Family Sharing"
"Matchbox™ Driving Adventures","Sep 20, 2024",NA,30,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese']","['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Polish', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese']","True","False","False",0,0,1,0,0,"Casual Brothers Ltd.","Outright Games Ltd.","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing"
"Dux Solaris","Oct 15, 2024",NA,20,"['English', 'Spanish - Spain']","['English', 'Spanish - Spain']","True","False","False",0,0,0,0,0,"skyticco games","skyticco games","Single-player,Steam Achievements,Family Sharing"
"Venator Universe","Oct 15, 2024",NA,40,"['English']","['English']","True","False","False",0,0,0,0,0,"Venator Games","Fullset Gaming","Multi-player,MMO,PvP,Online PvP,Family Sharing"
"Confronted","Oct 17, 2024",NA,15,"['English', 'Czech']","['English', 'Czech']","True","False","False",0,0,4,0,0,"Grumpy Rock Studios","Grumpy Rock Studios","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Bonk The Goblins!","Oct 14, 2024",NA,10,"['English']","[]","True","False","False",0,0,3,0,0,"nobones","nobones","Single-player,Steam Achievements,Family Sharing"
"GASLIFT: A Chair Horror","Oct 15, 2024",NA,15,"['English', 'Russian']","[]","True","False","False",0,0,4,1,0,"SmoochGM","SmoochGM","Single-player,Family Sharing"
"Halloween Stories: Written in Blood Collector's Edition","Oct 17, 2024",NA,10,"['English', 'French', 'German']","['English', 'German']","True","True","False",0,0,0,0,0,"Elephant Games AR","Big Fish Games","Single-player,Family Sharing"
"VRM Adjuster","Oct 18, 2024",NA,15,"['English', 'Japanese']","[]","True","True","False",0,0,2,0,0,"Nap Harmonia","Nap Harmonia",""
"Spin Hero","Oct 8, 2024",NA,10,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese']","True","False","False",0,0,221,48,0,"Sphere Studios","Goblinz Publishing,Maple Whispering Limited","Single-player,Steam Achievements,Family Sharing"
"Leo: The Firefighter Cat","Aug 29, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']","[]","True","False","False",0,0,1,1,0,"Honikou","Maximum Entertainment","Single-player,Steam Achievements,Full controller support,Family Sharing"
"The Button Game","Oct 15, 2024",NA,40,"['English']","[]","True","True","False",0,0,0,0,0,"Dustin Oglesby","Dustin Oglesby","Single-player,Steam Achievements,Family Sharing"
"vHand","Oct 18, 2024",NA,24,"['English']","[]","True","True","False",0,0,0,0,0,"2w Computer Systems","2w Computer Systems",""
"Balls Crush Simulator","Oct 9, 2024",NA,10,"['English']","[]","True","False","False",0,0,2,0,0,"BEST SIMULATORS CORP","BEST SIMULATORS CORP","Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing"
"Noonna The Rock","Oct 14, 2024",NA,10,"['English', 'Simplified Chinese', 'Korean']","['Korean']","True","False","False",0,0,1,1,0,"KXMstudio","KXMstudio","Single-player,Family Sharing"
"BURGGEIST（ブルクガイスト）","Oct 14, 2024",NA,10,"['English', 'Japanese']","['Japanese']","True","False","False",0,0,4,0,0,"GHRIAN STUDIO","GHRIAN STUDIO","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Lawnmower Game: 2024","Oct 9, 2024",NA,40,"['English']","['English']","True","False","False",0,0,3,2,0,"Tero Lunkka,Valkeala Software","Valkeala Software","Single-player,Steam Achievements,Family Sharing"
"Dimensions of Subconsciousness","Oct 16, 2024",NA,32,"['English']","['English']","True","False","False",0,0,0,0,0,"Don Dao VGS","Don Dao VGS","Single-player,Full controller support,Family Sharing"
"Scroll Wheel Adjuster","Oct 17, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish']","[]","False","False","True",0,0,0,0,0,"RGByte Software","RGByte Software",""
"Into The Matrix","Oct 13, 2024",NA,40,"['English']","['English']","True","False","False",0,0,1,0,0,"theeib","theeib","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Family Sharing"
"ATTENZIONE PICKPOCKET!","Oct 12, 2024",NA,10,"['Italian', 'English', 'French', 'German', 'Spanish - Spain', 'Japanese']","[]","True","False","False",0,0,4,0,0,"Serio Studio","Serio Studio","Single-player,Steam Achievements,Family Sharing"
"Furry Sexy Girls","Oct 19, 2024",NA,33,"['English']","[]","True","False","False",0,0,0,0,0,"Slippy Floor","Slippy Floor","Single-player,Steam Achievements,Family Sharing"
"PhysioArchitect","Oct 14, 2024",NA,30,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,0,0,0,"Lu Chaoyun","Smartomano","Single-player,Family Sharing"
"You Are Grounded","Oct 16, 2024",NA,15,"['English', 'Spanish - Spain', 'Russian']","['Russian']","True","False","False",0,0,18,0,0,"Romooll,REVVALUTION Studio","Romooll,REVVALUTION Studio","Single-player,Steam Achievements,Family Sharing"
"Gensou Gold Rush","Oct 17, 2024",NA,10,"['English', 'Simplified Chinese', 'Japanese']","[]","True","False","False",0,0,5,0,0,"SOMARIYA","SOMARIYA","Single-player,Family Sharing"
"Limb","Oct 18, 2024",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Russian', 'Japanese']","[]","True","False","False",0,0,0,0,0,"Bootur Games","Bootur Games","Single-player,Steam Achievements,Family Sharing"
"Fight School Simulator","Oct 7, 2024",NA,25,"['English', 'Simplified Chinese', 'Japanese', 'Russian', 'Turkish', 'Spanish - Latin America', 'German', 'Italian', 'Portuguese - Portugal', 'French', 'Portuguese - Brazil', 'Korean', 'Polish', 'Spanish - Spain']","['English', 'Spanish - Spain']","True","True","False",0,0,39,4,0,"Queen Developer","Queen Developer","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing"
"Melt Them All","Oct 13, 2024",NA,10,"['English']","[]","True","False","True",0,0,2,0,0,"coderKillo","coderKillo","Single-player,Full controller support,Family Sharing"
"Casual Sport Series: Hockey","Oct 11, 2024",NA,40,"['English']","[]","True","True","True",0,0,0,0,0,"Revulo Games","Revulo Games","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing"
"Dead Detention (Rescribbled)","Oct 10, 2024",NA,10,"['English']","[]","True","False","False",0,0,1,0,0,"Jack Astral","Jack Astral","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"12 Labours of Hercules XVII: Feathered Fury","Oct 14, 2024",NA,20,"['English', 'French', 'German', 'Russian']","['English', 'Russian']","True","True","False",0,0,0,0,0,"Zoom Out Games,Jetdogs Studios","Jetdogs Studios","Single-player,Steam Achievements,Family Sharing"
"Game Over Please","Oct 17, 2024",NA,40,"['English', 'French', 'Italian', 'German', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Spanish - Spain', 'Hebrew', 'Czech', 'Dutch', 'Greek', 'Thai', 'Spanish - Latin America']","[]","True","False","False",0,0,0,0,0,"Astro Game Studio","Astro Game Studio","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Elven City Simulator","Oct 18, 2024",NA,10,"['English', 'Russian']","[]","True","False","False",0,0,3,0,0,"Igor Vasilenko,Gleb Kononov","Igor Vasilenko,Gleb Kononov","Single-player,Family Sharing"
"KUNKUN League","Oct 18, 2024",NA,20,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Korean']","['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean']","True","False","False",0,0,0,0,0,"Seal","Seal","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Achievements,Family Sharing"
"Futanari Sex Adventures - Episode 5","Oct 17, 2024",NA,20,"['English']","[]","True","True","True",0,0,0,0,0,"EroticGamesClub","EroticGamesClub","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing"
"Werewolf Goldfish","Aug 22, 2024",NA,40,"['English', 'Japanese']","[]","True","False","False",0,0,0,0,0,"SAT-BOX","SAT-BOX","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing"
"Half Billion: Love Choice","Oct 17, 2024",NA,20,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Thai', 'Korean']","['Simplified Chinese', 'Traditional Chinese', 'Korean']","True","False","False",0,0,286,53,0,"东阳开局互动影视有限公司,上海哈昔互联网科技有限公司","坤舆科技","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"小小无常 Little Wu Chang","Oct 10, 2024",NA,10,"['English', 'Simplified Chinese', 'Russian', 'Japanese']","[]","True","False","False",0,0,2,0,0,"小小无常游戏工作室","小小无常游戏工作室","Single-player,Steam Achievements,Full controller support,Family Sharing"
"For the pine cone","Oct 30, 2024",NA,25,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,1,0,0,"JIANG MING","JIANG MING","Single-player,Family Sharing"
"THE TAG-ALONG OBSESSION","Sep 18, 2024",NA,40,"['Traditional Chinese', 'English', 'Simplified Chinese', 'Japanese']","['Traditional Chinese', 'Japanese']","True","False","False",0,0,72,73,0,"LuLuDu Tech Co. Ltd.","LuLuDu Tech Co. Ltd.","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Archipelago: Island Survival","Oct 24, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Indonesian', 'Simplified Chinese', 'Korean', 'Russian', 'Turkish', 'Ukrainian', 'Japanese', 'Portuguese - Brazil', 'Dutch', 'Romanian', 'Polish']","['English', 'Polish']","True","False","False",0,0,0,1,0,"FrostFire","FrostFire","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Path of Kung Fu","Sep 19, 2024",NA,10,"['Simplified Chinese', 'Traditional Chinese']","[]","True","False","False",0,0,1949,660,0,"游鲤化龙工作室","Captcha Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Erotica","Oct 31, 2024",NA,10,"['English']","['English']","True","False","False",0,0,0,0,0,"Daniels K.","Daniels K.","Single-player,Family Sharing"
"Ominoflux","Oct 23, 2024",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese']","[]","True","False","False",0,0,0,0,0,"Alvin Van Dort","Duamanagames","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing"
"Starlight Riddles","Oct 31, 2024",NA,10,"['English', 'Russian', 'Ukrainian']","[]","True","True","True",0,0,1,0,0,"Dekore Game Lab","Dekore Game Lab","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Bean To Me!","Oct 31, 2024",NA,10,"['English']","[]","True","False","True",0,0,3,0,0,"Melonleaf Industries,Very Evil Demons","Very Evil Demons","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing"
"Human Fall Flat VR","Oct 31, 2024",NA,25,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']","True","False","False",0,0,21,23,0,"No Brakes Games","Curve Games","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,VR Only,Steam Cloud,Family Sharing"
"AI Fantasy","Nov 1, 2024",NA,40,"['English']","['English']","True","False","False",0,0,0,1,0,"Zueir AI","Zueir AI","Single-player,Family Sharing"
"Cursed Deal","Oct 23, 2024",NA,20,"['English', 'Turkish', 'French', 'German', 'Russian', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Dutch', 'Spanish - Latin America', 'Ukrainian', 'Greek', 'Portuguese - Portugal']","['English', 'Portuguese - Portugal']","True","False","False",0,0,5,0,0,"Massive Crystal Studios","Massive Crystal Studios","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Family Sharing"
"公考模拟器—数量关系","Oct 23, 2024",NA,20,"['Simplified Chinese']","['Simplified Chinese']","True","True","False",0,0,7,1,0,"曲波","曲波","Single-player"
"从0开始的VUP生活","Oct 31, 2024",NA,12,"['Simplified Chinese']","[]","True","False","False",0,0,83,11,0,"Stone Lake","Stone Lake","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Arrive In Time","Oct 24, 2024",NA,10,"['Simplified Chinese', 'English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Traditional Chinese']","[]","True","True","False",0,0,7,0,0,"Hade Games","Hade Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Drak(c)ula","Oct 23, 2024",NA,15,"['English']","[]","True","True","True",0,0,6,0,0,"Blue Smoke Electronics","Blue Smoke Electronics","Single-player,Family Sharing"
